"time_s" "index" "u_ms" "w1_ms" "w2_ms"
"105" 0.52 105 -0.0075 0.0165 0.0137
"106" 0.525 106 -0.0046 0.0164 0.0156
"107" 0.53 107 -0.003 0.0164 0.0154
"108" 0.535 108 -0.0079 0.0178 0.0155
"109" 0.54 109 -0.0063 0.0155 0.0172
"110" 0.545 110 0.0028 0.0174 0.0129
"111" 0.55 111 0.0069 0.0179 0.0152
"112" 0.555 112 0.0071 0.0172 0.0156
"113" 0.56 113 0.0127 0.0163 0.0158
"114" 0.565 114 0.0103 0.0167 0.0146
"115" 0.57 115 0.0083 0.0182 0.0166
"116" 0.575 116 0.0119 0.0166 0.0173
"117" 0.58 117 0.015 0.0172 0.0171
"118" 0.585 118 0.0154 0.0159 0.0156
"119" 0.59 119 0.0186 0.0173 0.015
"120" 0.595 120 0.0243 0.0173 0.0143
"121" 0.6 121 0.0228 0.0167 0.0164
"122" 0.605 122 0.0261 0.016 0.0169
"123" 0.61 123 0.0236 0.016 0.0162
"124" 0.615 124 0.0261 0.0152 0.0168
"125" 0.62 125 0.0261 0.0163 0.0155
"126" 0.625 126 0.0338 0.0161 0.0151
"127" 0.63 127 0.0361 0.0169 0.0138
"128" 0.635 128 0.0311 0.014 0.0155
"129" 0.64 129 0.0358 0.0146 0.0146
"130" 0.645 130 0.0348 0.0149 0.0138
"131" 0.65 131 0.0338 0.0138 0.0141
"132" 0.655 132 0.0402 0.0142 0.0115
"133" 0.66 133 0.0445 0.0128 0.0129
"134" 0.665 134 0.0437 0.0126 0.0124
"135" 0.67 135 0.0426 0.0128 0.0117
"136" 0.675 136 0.0404 0.0127 0.013
"137" 0.68 137 0.043 0.0127 0.0126
"138" 0.685 138 0.043 0.0122 0.0123
"139" 0.69 139 0.0459 0.0114 0.0121
"140" 0.695 140 0.0495 0.011 0.0111
"141" 0.7 141 0.0473 0.0096 0.0093
"142" 0.705 142 0.0479 0.0102 0.0094
"143" 0.71 143 0.0485 0.0093 0.0094
"144" 0.715 144 0.0517 0.0077 0.0101
"145" 0.72 145 0.058 0.0081 0.0085
"146" 0.725 146 0.0608 0.0061 0.0078
"147" 0.73 147 0.0555 0.005 0.0069
"148" 0.735 148 0.0565 0.0053 0.0077
"149" 0.74 149 0.0581 0.0039 0.0061
"150" 0.745 150 0.0619 0.0035 0.0059
"151" 0.75 151 0.0621 0.0033 0.003
"152" 0.755 152 0.0609 0.0028 0.0032
"153" 0.76 153 0.0628 0.0014 0.003
"154" 0.765 154 0.0644 0.0015 0.002
"155" 0.77 155 0.0628 6e-04 -3e-04
"156" 0.775 156 0.0626 -0.0011 -1e-04
"157" 0.78 157 0.0663 -0.0021 -0.0013
"158" 0.785 158 0.0641 -0.0032 -0.0015
"159" 0.79 159 0.0663 -0.0037 -0.0014
"160" 0.795 160 0.0653 -0.0046 -0.004
"161" 0.8 161 0.0647 -0.0049 -0.0038
"162" 0.805 162 0.0679 -0.006 -0.0058
"163" 0.81 163 0.0631 -0.0066 -0.0065
"164" 0.815 164 0.0604 -0.008 -0.0075
"165" 0.82 165 0.0613 -0.009 -0.0077
"166" 0.825 166 0.0624 -0.0103 -0.0092
"167" 0.83 167 0.0607 -0.0109 -0.0099
"168" 0.835 168 0.0601 -0.0122 -0.011
"169" 0.84 169 0.0577 -0.0126 -0.0118
"170" 0.845 170 0.0585 -0.0138 -0.0139
"171" 0.85 171 0.0557 -0.0139 -0.0132
"172" 0.855 172 0.0552 -0.0155 -0.0163
"173" 0.86 173 0.0477 -0.0147 -0.0163
"174" 0.865 174 0.057 -0.0168 -0.0174
"175" 0.87 175 0.0523 -0.0178 -0.0172
"176" 0.875 176 0.054 -0.0198 -0.0187
"177" 0.88 177 0.0534 -0.0205 -0.0196
"178" 0.885 178 0.0492 -0.0204 -0.0201
"179" 0.89 179 0.0338 -0.0174 -0.0202
"180" 0.895 180 0.0456 -0.0215 -0.0208
"181" 0.9 181 0.0444 -0.0227 -0.0223
"182" 0.905 182 0.0401 -0.0224 -0.023
"183" 0.91 183 0.0389 -0.0231 -0.024
"184" 0.915 184 0.0353 -0.0244 -0.0245
"185" 0.92 185 0.0397 -0.0247 -0.0242
"186" 0.925 186 0.0396 -0.026 -0.0258
"187" 0.93 187 0.0284 -0.024 -0.0255
"188" 0.935 188 0.0325 -0.0265 -0.0262
"189" 0.94 189 0.0333 -0.0275 -0.0269
"190" 0.945 190 0.0327 -0.0281 -0.027
"191" 0.95 191 0.0273 -0.0275 -0.0276
"192" 0.955 192 0.0243 -0.0272 -0.0273
"193" 0.96 193 0.0241 -0.0281 -0.0293
"194" 0.965 194 0.0182 -0.0278 -0.0302
"195" 0.97 195 0.0174 -0.0282 -0.0277
"196" 0.975 196 0.0152 -0.0289 -0.0279
"197" 0.98 197 0.0149 -0.0306 -0.0274
"198" 0.985 198 0.0104 -0.0295 -0.0305
"199" 0.99 199 0.008 -0.03 -0.0309
"200" 0.995 200 0.0165 -0.0323 -0.0316
"201" 1 201 0.0064 -0.0305 -0.0311
"202" 1.005 202 0.013 -0.0326 -0.0298
"203" 1.01 203 0.0031 -0.0314 -0.03
"204" 1.015 204 0.0092 -0.0322 -0.0341
"205" 1.02 205 0.0074 -0.0322 -0.0318
"206" 1.025 206 0.0043 -0.0318 -0.0301
"207" 1.03 207 -0.0043 -0.0296 -0.0332
"208" 1.035 208 -0.0104 -0.0325 -0.0328
"209" 1.04 209 -0.0072 -0.0304 -0.0308
"210" 1.045 210 -0.0135 -0.0339 -0.0331
"211" 1.05 211 -0.0176 -0.0324 -0.0334
"212" 1.055 212 -0.0157 -0.0317 -0.0346
"213" 1.06 213 -0.0155 -0.0316 -0.0328
"214" 1.065 214 -0.0118 -0.0324 -0.0339
"215" 1.07 215 -0.0191 -0.0318 -0.0313
"216" 1.075 216 -0.0197 -0.0317 -0.0326
"217" 1.08 217 -0.0225 -0.0316 -0.0317
"218" 1.085 218 -0.0225 -0.0314 -0.0305
"219" 1.09 219 -0.0235 -0.0305 -0.0326
"220" 1.095 220 -0.026 -0.03 -0.0319
"221" 1.1 221 -0.026 -0.0295 -0.0289
"222" 1.105 222 -0.0274 -0.0297 -0.0298
"223" 1.11 223 -0.0272 -0.0299 -0.0303
"224" 1.115 224 -0.0284 -0.0292 -0.0289
"225" 1.12 225 -0.029 -0.029 -0.0298
"226" 1.125 226 -0.0324 -0.0285 -0.0291
"227" 1.13 227 -0.0347 -0.0277 -0.0287
"228" 1.135 228 -0.0349 -0.0278 -0.028
"229" 1.14 229 -0.033 -0.026 -0.0287
"230" 1.145 230 -0.0393 -0.0264 -0.0263
"231" 1.15 231 -0.0391 -0.0267 -0.0273
"232" 1.155 232 -0.0351 -0.0258 -0.0255
"233" 1.16 233 -0.0387 -0.0243 -0.0255
"234" 1.165 234 -0.0395 -0.0234 -0.0248
"235" 1.17 235 -0.044 -0.023 -0.0249
"236" 1.175 236 -0.0419 -0.0222 -0.0235
"237" 1.18 237 -0.0414 -0.0208 -0.0218
"238" 1.185 238 -0.0404 -0.0203 -0.0203
"239" 1.19 239 -0.0435 -0.0205 -0.0207
"240" 1.195 240 -0.0465 -0.0193 -0.02
"241" 1.2 241 -0.0465 -0.0187 -0.0195
"242" 1.205 242 -0.0495 -0.0178 -0.0188
"243" 1.21 243 -0.0439 -0.0161 -0.0157
"244" 1.215 244 -0.0523 -0.0173 -0.0168
"245" 1.22 245 -0.0538 -0.0158 -0.0152
"246" 1.225 246 -0.0542 -0.0143 -0.0146
"247" 1.23 247 -0.0524 -0.0129 -0.0147
"248" 1.235 248 -0.0541 -0.0125 -0.0124
"249" 1.24 249 -0.0567 -0.0116 -0.0128
"250" 1.245 250 -0.0531 -0.0104 -0.0117
"251" 1.25 251 -0.0524 -0.01 -0.0111
"252" 1.255 252 -0.0547 -0.0088 -0.0102
"253" 1.26 253 -0.0536 -0.0068 -0.0078
"254" 1.265 254 -0.0513 -0.0065 -0.0067
"255" 1.27 255 -0.0521 -0.0054 -0.0036
"256" 1.275 256 -0.0564 -0.0056 -0.0038
"257" 1.28 257 -0.056 -0.0046 -0.0042
"258" 1.285 258 -0.0554 -0.0036 -0.0043
"259" 1.29 259 -0.0564 -0.0021 -0.0037
"260" 1.295 260 -0.0562 -0.0015 -9e-04
"261" 1.3 261 -0.057 -8e-04 6e-04
"262" 1.305 262 -0.0566 -2e-04 5e-04
"263" 1.31 263 -0.0565 0.0019 9e-04
"264" 1.315 264 -0.0559 0.0015 0.0016
"265" 1.32 265 -0.0535 0.0025 0.0023
"266" 1.325 266 -0.0619 0.0019 0.0027
"267" 1.33 267 -0.0672 0.002 0.0038
"268" 1.335 268 -0.063 0.0039 0.0031
"269" 1.34 269 -0.0729 0.0028 0.0011
"270" 1.345 270 -0.073 0.0018 0.0022
"271" 1.35 271 -0.0748 0.0015 0.0022
"272" 1.355 272 -0.0788 0.0016 0.0017
"273" 1.36 273 -0.0714 0.0039 1e-04
"274" 1.365 274 -0.0746 0.0016 0.0011
"275" 1.37 275 -0.0721 0.0026 0
"276" 1.375 276 -0.0722 0.0016 -0.001
"277" 1.38 277 -0.0665 -1e-04 -2e-04
"278" 1.385 278 -0.0693 0.0019 3e-04
"279" 1.39 279 -0.0696 0.0029 9e-04
"280" 1.395 280 -0.065 0.0045 0.001
"281" 1.4 281 -0.0652 0.0044 4e-04
"282" 1.405 282 -0.0589 0.0039 0.0032
"283" 1.41 283 -0.0543 0.0043 0.0013
"284" 1.415 284 -0.045 0.0032 0.0029
"285" 1.42 285 -0.051 0.0036 0.0053
"286" 1.425 286 -0.0478 0.0046 0.0062
"287" 1.43 287 -0.0486 0.0056 0.0058
"288" 1.435 288 -0.0476 0.0059 0.0057
"289" 1.44 289 -0.0467 0.0069 0.0069
"290" 1.445 290 -0.0453 0.0073 0.0075
"291" 1.45 291 -0.0441 0.0076 0.0077
"292" 1.455 292 -0.0416 0.0083 0.008
"293" 1.46 293 -0.0374 0.0088 0.0095
"294" 1.465 294 -0.0382 0.0088 0.0097
"295" 1.47 295 -0.0319 0.009 0.0096
"296" 1.475 296 -0.0348 0.0092 0.0102
"297" 1.48 297 -0.0264 0.0111 0.0113
"298" 1.485 298 -0.0311 0.0106 0.0113
"299" 1.49 299 -0.0276 0.0113 0.0118
"300" 1.495 300 -0.026 0.0121 0.0119
"301" 1.5 301 -0.0252 0.0128 0.0129
"302" 1.505 302 -0.0187 0.0142 0.0138
"303" 1.51 303 -0.013 0.0146 0.0123
"304" 1.515 304 -0.0173 0.0137 0.0143
"305" 1.52 305 -0.0177 0.0136 0.015
"306" 1.525 306 -0.0122 0.0141 0.0157
"307" 1.53 307 -0.0081 0.016 0.0149
"308" 1.535 308 -0.0123 0.0166 0.0155
"309" 1.54 309 0 0.0168 0.0166
"310" 1.545 310 -0.0024 0.016 0.0151
"311" 1.55 311 -0.0022 0.0164 0.0174
"312" 1.555 312 0.0028 0.0168 0.0167
"313" 1.56 313 0.0081 0.0182 0.017
"314" 1.565 314 0.0151 0.0188 0.0172
"315" 1.57 315 0.0103 0.0181 0.0159
"316" 1.575 316 0.0053 0.0188 0.0172
"317" 1.58 317 0.0111 0.0177 0.0175
"318" 1.585 318 0.0114 0.0194 0.0178
"319" 1.59 319 0.0137 0.0184 0.0182
"320" 1.595 320 0.0156 0.0182 0.0182
"321" 1.6 321 0.0229 0.0187 0.0186
"322" 1.605 322 0.0161 0.0189 0.0182
"323" 1.61 323 0.0246 0.0179 0.016
"324" 1.615 324 0.023 0.0176 0.016
"325" 1.62 325 0.0304 0.0172 0.0171
"326" 1.625 326 0.0261 0.0159 0.0167
"327" 1.63 327 0.03 0.017 0.0163
"328" 1.635 328 0.0299 0.016 0.0164
"329" 1.64 329 0.0344 0.016 0.0157
"330" 1.645 330 0.0333 0.0151 0.0166
"331" 1.65 331 0.041 0.0134 0.0156
"332" 1.655 332 0.0362 0.013 0.0152
"333" 1.66 333 0.038 0.0129 0.0147
"334" 1.665 334 0.0412 0.0134 0.0145
"335" 1.67 335 0.0388 0.0137 0.013
"336" 1.675 336 0.0416 0.0118 0.0122
"337" 1.68 337 0.0433 0.0113 0.0126
"338" 1.685 338 0.0449 0.0104 0.0116
"339" 1.69 339 0.0473 0.0109 0.0122
"340" 1.695 340 0.0463 0.0111 0.0093
"341" 1.7 341 0.0544 0.0092 0.0102
"342" 1.705 342 0.0548 0.0072 0.0085
"343" 1.71 343 0.05 0.0069 0.007
"344" 1.715 344 0.0508 0.0057 0.0061
"345" 1.72 345 0.0533 0.0055 0.0053
"346" 1.725 346 0.0518 0.0043 0.0049
"347" 1.73 347 0.0547 0.0041 0.0044
"348" 1.735 348 0.0482 0.0049 0.006
"349" 1.74 349 0.0563 0.0016 0.0033
"350" 1.745 350 0.0488 0.0016 0.0017
"351" 1.75 351 0.0516 0.0014 0.0023
"352" 1.755 352 0.0469 -3e-04 0.001
"353" 1.76 353 0.0517 -7e-04 -7e-04
"354" 1.765 354 0.0493 -2e-04 -0.0016
"355" 1.77 355 0.0503 -4e-04 -1e-04
"356" 1.775 356 0.0536 -0.0035 -0.0028
"357" 1.78 357 0.057 -0.0025 -0.0031
"358" 1.785 358 0.0592 -0.0049 -0.0021
"359" 1.79 359 0.0574 -0.0051 -0.0041
"360" 1.795 360 0.056 -0.0063 -0.0031
"361" 1.8 361 0.0556 -0.0068 -0.0031
"362" 1.805 362 0.0578 -0.0071 -0.0047
"363" 1.81 363 0.0587 -0.0085 -0.0064
"364" 1.815 364 0.0603 -0.0085 -0.0073
"365" 1.82 365 0.0585 -0.0095 -0.0093
"366" 1.825 366 0.0595 -0.0107 -0.0083
"367" 1.83 367 0.0634 -0.0113 -0.0115
"368" 1.835 368 0.0609 -0.0128 -0.0122
"369" 1.84 369 0.0599 -0.0136 -0.0132
"370" 1.845 370 0.0564 -0.0156 -0.0132
"371" 1.85 371 0.0544 -0.015 -0.0155
"372" 1.855 372 0.062 -0.0174 -0.0153
"373" 1.86 373 0.0538 -0.0152 -0.018
"374" 1.865 374 0.0493 -0.0168 -0.0173
"375" 1.87 375 0.0505 -0.0185 -0.0184
"376" 1.875 376 0.0487 -0.0201 -0.0196
"377" 1.88 377 0.0507 -0.02 -0.0209
"378" 1.885 378 0.0474 -0.0217 -0.022
"379" 1.89 379 0.0355 -0.0196 -0.0217
"380" 1.895 380 0.0446 -0.0238 -0.0232
"381" 1.9 381 0.044 -0.0254 -0.0241
"382" 1.905 382 0.0377 -0.024 -0.024
"383" 1.91 383 0.0349 -0.0244 -0.0246
"384" 1.915 384 0.034 -0.0259 -0.025
"385" 1.92 385 0.0352 -0.0272 -0.0271
"386" 1.925 386 0.0311 -0.0263 -0.0274
"387" 1.93 387 0.0275 -0.0264 -0.0273
"388" 1.935 388 0.0281 -0.0268 -0.0275
"389" 1.94 389 0.0309 -0.0286 -0.0287
"390" 1.945 390 0.0269 -0.0288 -0.0301
"391" 1.95 391 0.0243 -0.0291 -0.0286
"392" 1.955 392 0.0238 -0.0298 -0.0301
"393" 1.96 393 0.0221 -0.0306 -0.0305
"394" 1.965 394 0.0221 -0.0315 -0.0317
"395" 1.97 395 0.0193 -0.0313 -0.0328
"396" 1.975 396 0.0167 -0.0323 -0.03
"397" 1.98 397 0.013 -0.0319 -0.0322
"398" 1.985 398 0.0169 -0.0326 -0.0337
"399" 1.99 399 0.0054 -0.0311 -0.0327
"400" 1.995 400 0.0136 -0.0313 -0.0334
"401" 2 401 0.0015 -0.0346 -0.0337
"402" 2.005 402 9e-04 -0.0346 -0.0342
"403" 2.01 403 0.0017 -0.0332 -0.0344
"404" 2.015 404 0.0023 -0.0323 -0.0356
"405" 2.02 405 0.0021 -0.0317 -0.0344
"406" 2.025 406 -0.0064 -0.0336 -0.0352
"407" 2.03 407 0.0013 -0.0338 -0.0331
"408" 2.035 408 -0.0066 -0.0329 -0.0339
"409" 2.04 409 -0.0074 -0.0322 -0.0343
"410" 2.045 410 -0.0044 -0.0343 -0.0347
"411" 2.05 411 -0.0146 -0.0331 -0.0333
"412" 2.055 412 -0.015 -0.0331 -0.033
"413" 2.06 413 -0.0191 -0.0315 -0.0327
"414" 2.065 414 -0.0206 -0.0332 -0.0313
"415" 2.07 415 -0.0177 -0.0313 -0.0327
"416" 2.075 416 -0.0232 -0.0324 -0.0329
"417" 2.08 417 -0.0206 -0.0321 -0.0323
"418" 2.085 418 -0.0267 -0.032 -0.0316
"419" 2.09 419 -0.0254 -0.0311 -0.0329
"420" 2.095 420 -0.026 -0.0305 -0.033
"421" 2.1 421 -0.0272 -0.0307 -0.0331
"422" 2.105 422 -0.0312 -0.0295 -0.0321
"423" 2.11 423 -0.0292 -0.0295 -0.0292
"424" 2.115 424 -0.0312 -0.0289 -0.0293
"425" 2.12 425 -0.0353 -0.0281 -0.0277
"426" 2.125 426 -0.0326 -0.0277 -0.0285
"427" 2.13 427 -0.0373 -0.0272 -0.0276
"428" 2.135 428 -0.0397 -0.0264 -0.0264
"429" 2.14 429 -0.0389 -0.0253 -0.0267
"430" 2.145 430 -0.0415 -0.025 -0.0264
"431" 2.15 431 -0.0403 -0.0251 -0.0245
"432" 2.155 432 -0.0468 -0.0232 -0.0249
"433" 2.16 433 -0.0452 -0.0232 -0.0234
"434" 2.165 434 -0.0454 -0.0225 -0.0225
"435" 2.17 435 -0.0449 -0.0209 -0.0214
"436" 2.175 436 -0.0531 -0.0217 -0.0211
"437" 2.18 437 -0.0481 -0.0199 -0.0208
"438" 2.185 438 -0.0536 -0.0195 -0.0204
"439" 2.19 439 -0.0528 -0.019 -0.0177
"440" 2.195 440 -0.0562 -0.0181 -0.0167
"441" 2.2 441 -0.057 -0.0169 -0.0177
"442" 2.205 442 -0.0637 -0.018 -0.0178
"443" 2.21 443 -0.0631 -0.0164 -0.0166
"444" 2.215 444 -0.0588 -0.0147 -0.0152
"445" 2.22 445 -0.0685 -0.016 -0.0145
"446" 2.225 446 -0.0675 -0.0145 -0.0138
"447" 2.23 447 -0.0667 -0.0137 -0.0156
"448" 2.235 448 -0.0655 -0.0135 -0.0143
"449" 2.24 449 -0.0671 -0.013 -0.0133
"450" 2.245 450 -0.073 -0.0131 -0.011
"451" 2.25 451 -0.0699 -0.0127 -0.0114
"452" 2.255 452 -0.072 -0.0122 -0.0105
"453" 2.26 453 -0.0784 -0.012 -0.0107
"454" 2.265 454 -0.0727 -0.0099 -0.0127
"455" 2.27 455 -0.0775 -0.0103 -0.0107
"456" 2.275 456 -0.0761 -0.0097 -0.0111
"457" 2.28 457 -0.0719 -0.0084 -0.0097
"458" 2.285 458 -0.0791 -0.0085 -0.0098
"459" 2.29 459 -0.0725 -0.0075 -0.0096
"460" 2.295 460 -0.0741 -0.0071 -0.0086
"461" 2.3 461 -0.0751 -0.0071 -0.0078
"462" 2.305 462 -0.0708 -0.0065 -0.0067
"463" 2.31 463 -0.0723 -0.0053 -0.0065
"464" 2.315 464 -0.069 -0.0052 -0.0064
"465" 2.32 465 -0.0764 -0.0029 -0.005
"466" 2.325 466 -0.074 -0.0037 -0.0038
"467" 2.33 467 -0.0746 -0.0031 -0.0035
"468" 2.335 468 -0.0699 -0.003 -0.003
"469" 2.34 469 -0.0699 -0.0024 -0.0041
"470" 2.345 470 -0.0722 -0.002 -0.0014
"471" 2.35 471 -0.0689 -1e-04 0.0011
"472" 2.355 472 -0.0707 -3e-04 -0.0016
"473" 2.36 473 -0.0738 3e-04 -0.0017
"474" 2.365 474 -0.0711 0.001 -5e-04
"475" 2.37 475 -0.0713 0.0011 -4e-04
"476" 2.375 476 -0.0664 0.002 9e-04
"477" 2.38 477 -0.0695 0.0018 8e-04
"478" 2.385 478 -0.0672 0.0031 0.004
"479" 2.39 479 -0.0674 0.0037 0.0029
"480" 2.395 480 -0.0607 0.0039 0.0038
"481" 2.4 481 -0.0626 0.0041 0.0046
"482" 2.405 482 -0.0595 0.0053 0.0045
"483" 2.41 483 -0.0579 0.0057 0.0049
"484" 2.415 484 -0.0567 0.0057 0.0051
"485" 2.42 485 -0.0549 0.0063 0.0068
"486" 2.425 486 -0.0449 0.0086 0.0074
"487" 2.43 487 -0.0503 0.009 0.0091
"488" 2.435 488 -0.0497 0.0085 0.0096
"489" 2.44 489 -0.0398 0.0095 0.0097
"490" 2.445 490 -0.042 0.0103 0.011
"491" 2.45 491 -0.042 0.011 0.0114
"492" 2.455 492 -0.0406 0.0109 0.0113
"493" 2.46 493 -0.0388 0.0107 0.0133
"494" 2.465 494 -0.0312 0.013 0.0113
"495" 2.47 495 -0.0302 0.0136 0.0162
"496" 2.475 496 -0.0288 0.0134 0.0115
"497" 2.48 497 -0.0308 0.0146 0.0147
"498" 2.485 498 -0.0272 0.0149 0.016
"499" 2.49 499 -0.0235 0.0154 0.0178
"500" 2.495 500 -0.0199 0.0152 0.0159
"501" 2.5 501 -0.0188 0.0167 0.018
"502" 2.505 502 -0.0172 0.0178 0.0181
"503" 2.51 503 -0.02 0.0179 0.0178
"504" 2.515 504 -0.016 0.0181 0.0192
"505" 2.52 505 -0.0117 0.0196 0.0179
"506" 2.525 506 -0.0117 0.0181 0.0188
"507" 2.53 507 -0.0069 0.0191 0.0196
"508" 2.535 508 -0.0053 0.0188 0.0198
"509" 2.54 509 -0.0046 0.0197 0.0205
"510" 2.545 510 -0.0036 0.0194 0.0212
"511" 2.55 511 0.0045 0.0216 0.019
"512" 2.555 512 -4e-04 0.0203 0.021
"513" 2.56 513 6e-04 0.0204 0.0205
"514" 2.565 514 0.0074 0.0206 0.0201
"515" 2.57 515 0.0086 0.021 0.0207
"516" 2.575 516 0.0122 0.0222 0.0216
"517" 2.58 517 0.0155 0.0206 0.0209
"518" 2.585 518 0.0169 0.0206 0.02
"519" 2.59 519 0.0147 0.0204 0.0204
"520" 2.595 520 0.014 0.0219 0.021
"521" 2.6 521 0.0205 0.0213 0.0206
"522" 2.605 522 0.0288 0.0199 0.0202
"523" 2.61 523 0.03 0.0205 0.0209
"524" 2.615 524 0.0268 0.0201 0.0198
"525" 2.62 525 0.028 0.021 0.021
"526" 2.625 526 0.0357 0.0202 0.0195
"527" 2.63 527 0.031 0.0193 0.0199
"528" 2.635 528 0.0363 0.0186 0.0194
